06/11/2003,0.85680
06/12/2003,0.85070
06/13/2003,0.84960
06/14/2003,0.84320
06/15/2003,0.84260
06/16/2003,0.84210
06/17/2003,0.84580
06/18/2003,0.84880
06/19/2003,0.85560
06/20/2003,0.8530
06/21/2003,0.86210
06/22/2003,0.86130
06/23/2003,0.86380
06/24/2003,0.86560
06/25/2003,0.8690
06/26/2003,0.86660
06/27/2003,0.87540
06/28/2003,0.87480
06/29/2003,0.87540
06/30/2003,0.87460
07/01/2003,0.86930
07/02/2003,0.86510
07/03/2003,0.86660
07/04/2003,0.870
07/05/2003,0.87040
07/06/2003,0.87160
07/07/2003,0.87110
07/08/2003,0.88360
07/09/2003,0.88360
07/10/2003,0.88140
07/11/2003,0.8790
07/12/2003,0.88540
07/13/2003,0.88760
07/14/2003,0.88530
07/15/2003,0.88720
07/16/2003,0.89490
07/17/2003,0.89180
07/18/2003,0.89270
07/19/2003,0.88720
07/20/2003,0.88740
07/21/2003,0.88790
07/22/2003,0.8810
07/23/2003,0.88310
07/24/2003,0.87070
07/25/2003,0.87150
07/26/2003,0.86870
07/27/2003,0.86860
07/28/2003,0.86990
07/29/2003,0.87020
07/30/2003,0.87420
07/31/2003,0.88170
08/01/2003,0.89040
08/02/2003,0.8870
08/03/2003,0.88680
08/04/2003,0.88690
08/05/2003,0.88050
08/06/2003,0.87830
08/07/2003,0.88250
08/08/2003,0.87940
08/09/2003,0.88450
08/10/2003,0.88510
08/11/2003,0.8850
08/12/2003,0.88050
08/13/2003,0.88630
08/14/2003,0.88330
08/15/2003,0.88790
08/16/2003,0.88780
08/17/2003,0.88870
08/18/2003,0.89030
08/19/2003,0.89730
08/20/2003,0.89780
08/21/2003,0.89970
08/22/2003,0.91580
08/23/2003,0.91840
08/24/2003,0.91960
08/25/2003,0.92020
08/26/2003,0.91990
08/27/2003,0.920
08/28/2003,0.91950
08/29/2003,0.920
08/30/2003,0.91020
08/31/2003,0.91070
09/01/2003,0.91030
09/02/2003,0.91190
09/03/2003,0.92460
09/04/2003,0.92260
09/05/2003,0.91420
09/06/2003,0.90060
09/07/2003,0.90110
09/08/2003,0.90110
09/09/2003,0.90290
09/10/2003,0.89050
09/11/2003,0.8920
09/12/2003,0.89250
09/13/2003,0.88610
09/14/2003,0.88570
09/15/2003,0.88570
09/16/2003,0.88610
09/17/2003,0.89470
09/18/2003,0.88650
09/19/2003,0.88870
09/20/2003,0.88030
09/21/2003,0.87970
09/22/2003,0.87570
09/23/2003,0.87160
09/24/2003,0.87380
09/25/2003,0.86980
09/26/2003,0.870
09/27/2003,0.87150
09/28/2003,0.87260
09/29/2003,0.87230
09/30/2003,0.86250
10/01/2003,0.85730
10/02/2003,0.8530
10/03/2003,0.85540
10/04/2003,0.86440
10/05/2003,0.86430
10/06/2003,0.86450
10/07/2003,0.85340
10/08/2003,0.84980
10/09/2003,0.84640
10/10/2003,0.85220
10/11/2003,0.84740
10/12/2003,0.84820
10/13/2003,0.84820
10/14/2003,0.85460
10/15/2003,0.8530
10/16/2003,0.85960
10/17/2003,0.86270
10/18/2003,0.85680
10/19/2003,0.85710
10/20/2003,0.85630
10/21/2003,0.85930
10/22/2003,0.85830
10/23/2003,0.84710
10/24/2003,0.84920
10/25/2003,0.8480
10/26/2003,0.85060
10/27/2003,0.84990
10/28/2003,0.85150
10/29/2003,0.85730
10/30/2003,0.85750
10/31/2003,0.85960
11/01/2003,0.86350
11/02/2003,0.86250
11/03/2003,0.86290
11/04/2003,0.87360
11/05/2003,0.87050
11/06/2003,0.87440
11/07/2003,0.87670
11/08/2003,0.8670
11/09/2003,0.86870
11/10/2003,0.86870
11/11/2003,0.87040
11/12/2003,0.86910
11/13/2003,0.85930
11/14/2003,0.85260
11/15/2003,0.84880
11/16/2003,0.8490
11/17/2003,0.84850
11/18/2003,0.85090
11/19/2003,0.8370
11/20/2003,0.84160
11/21/2003,0.83960
11/22/2003,0.83920
11/23/2003,0.8410
11/24/2003,0.84140
11/25/2003,0.85030
11/26/2003,0.84860
11/27/2003,0.83770
11/28/2003,0.83980
11/29/2003,0.8340
11/30/2003,0.83430
12/01/2003,0.83490
12/02/2003,0.83520
12/03/2003,0.82820
12/04/2003,0.82560
12/05/2003,0.82840
12/06/2003,0.8220
12/07/2003,0.82310
12/08/2003,0.82220
12/09/2003,0.81780
12/10/2003,0.81630
12/11/2003,0.81880
12/12/2003,0.81930
12/13/2003,0.81350
12/14/2003,0.81510
12/15/2003,0.81510
12/16/2003,0.81250
12/17/2003,0.81170
12/18/2003,0.80630
12/19/2003,0.80430
12/20/2003,0.8080
12/21/2003,0.80950
12/22/2003,0.80610
12/23/2003,0.80650
12/24/2003,0.80710
12/25/2003,0.80330
12/26/2003,0.80330
12/27/2003,0.80460
12/28/2003,0.80490
12/29/2003,0.80410
12/30/2003,0.8010
12/31/2003,0.79670
01/01/2004,0.79520
01/02/2004,0.79730
01/03/2004,0.79430
01/04/2004,0.79490
01/05/2004,0.79470
01/06/2004,0.79030
01/07/2004,0.78520
01/08/2004,0.79140
01/09/2004,0.78350
01/10/2004,0.77970
01/11/2004,0.77970
01/12/2004,0.77940
01/13/2004,0.78470
01/14/2004,0.78350
01/15/2004,0.79050
01/16/2004,0.79590
01/17/2004,0.79590
01/18/2004,0.80690
01/19/2004,0.82180
01/20/2004,0.80970
01/21/2004,0.79520
01/22/2004,0.79180
01/23/2004,0.78680
01/24/2004,0.79450
01/25/2004,0.79440
01/26/2004,0.79490
01/27/2004,0.80190
01/28/2004,0.79130
01/29/2004,0.80080
01/30/2004,0.80570
01/31/2004,0.80260
02/01/2004,0.80260
02/02/2004,0.80260
02/03/2004,0.80470
02/04/2004,0.79810
02/05/2004,0.79820
02/06/2004,0.79750
02/07/2004,0.78730
02/08/2004,0.78760
02/09/2004,0.79210
02/10/2004,0.78850
02/11/2004,0.78760
02/12/2004,0.77980
02/13/2004,0.78110
02/14/2004,0.78490
02/15/2004,0.7860
02/16/2004,0.78440
02/17/2004,0.78310
02/18/2004,0.77910
02/19/2004,0.78980
02/20/2004,0.7870
02/21/2004,0.79860
02/22/2004,0.79760
02/23/2004,0.79960
02/24/2004,0.79660
02/25/2004,0.78850
02/26/2004,0.80040
02/27/2004,0.80440
02/28/2004,0.80040
02/29/2004,0.80060
03/01/2004,0.80070
03/02/2004,0.80370
03/03/2004,0.81870
03/04/2004,0.81990
03/05/2004,0.82040
03/06/2004,0.80820
03/07/2004,0.8090
03/08/2004,0.80760
03/09/2004,0.80610
03/10/2004,0.81230
03/11/2004,0.81690
03/12/2004,0.81060
03/13/2004,0.81830
03/14/2004,0.81820
03/15/2004,0.81740
03/16/2004,0.8150
03/17/2004,0.81550
03/18/2004,0.81730
03/19/2004,0.80720
03/20/2004,0.81470
03/21/2004,0.81430
03/22/2004,0.81420
03/23/2004,0.8110
03/24/2004,0.81130
03/25/2004,0.82460
03/26/2004,0.8240
03/27/2004,0.82490
03/28/2004,0.8250
03/29/2004,0.82520
03/30/2004,0.82360
03/31/2004,0.82150
04/01/2004,0.8130
04/02/2004,0.80960
04/03/2004,0.82420
04/04/2004,0.82490
04/05/2004,0.82530
04/06/2004,0.83220
04/07/2004,0.82720
04/08/2004,0.82180
04/09/2004,0.8280
04/10/2004,0.82690
04/11/2004,0.82750
04/12/2004,0.82710
04/13/2004,0.82850
04/14/2004,0.83720
04/15/2004,0.83580
04/16/2004,0.83510
04/17/2004,0.83420
04/18/2004,0.83330
04/19/2004,0.83240
04/20/2004,0.83220
04/21/2004,0.8430
04/22/2004,0.84530
04/23/2004,0.83990
04/24/2004,0.8450
04/25/2004,0.84450
04/26/2004,0.8460
04/27/2004,0.84240
04/28/2004,0.83770
04/29/2004,0.8450
04/30/2004,0.83480
05/01/2004,0.83470
05/02/2004,0.83470
05/03/2004,0.83290
05/04/2004,0.83770
05/05/2004,0.82720
05/06/2004,0.8220
05/07/2004,0.82830
05/08/2004,0.84140
05/09/2004,0.84140
05/10/2004,0.84250
05/11/2004,0.84370
05/12/2004,0.84290
05/13/2004,0.84040
05/14/2004,0.84620
05/15/2004,0.84180
05/16/2004,0.84180
05/17/2004,0.84130
05/18/2004,0.83190
05/19/2004,0.83710
05/20/2004,0.83260
05/21/2004,0.8380
05/22/2004,0.83380
05/23/2004,0.83360
05/24/2004,0.8350
05/25/2004,0.83250
05/26/2004,0.82690
05/27/2004,0.82620
05/28/2004,0.81530
05/29/2004,0.81890
05/30/2004,0.81850
05/31/2004,0.8170
06/01/2004,0.82070
06/02/2004,0.81690
06/03/2004,0.81880
06/04/2004,0.81830
06/05/2004,0.81380
06/06/2004,0.81510
06/07/2004,0.81420
06/08/2004,0.81210
06/09/2004,0.81550
06/10/2004,0.83020
06/11/2004,0.82570
06/12/2004,0.83220
06/13/2004,0.83150
06/14/2004,0.83150
06/15/2004,0.82870
06/16/2004,0.82220
06/17/2004,0.83290
06/18/2004,0.82960
06/19/2004,0.82390
06/20/2004,0.82380
06/21/2004,0.8240
06/22/2004,0.82560
06/23/2004,0.82650
06/24/2004,0.82730
06/25/2004,0.8220
06/26/2004,0.82260
06/27/2004,0.82260
06/28/2004,0.82150
06/29/2004,0.82070
06/30/2004,0.82770
07/01/2004,0.82010
07/02/2004,0.8220
07/03/2004,0.81260
07/04/2004,0.81260
07/05/2004,0.81180
07/06/2004,0.81430
07/07/2004,0.81380
07/08/2004,0.8090
07/09/2004,0.8070
07/10/2004,0.80580
07/11/2004,0.80570
07/12/2004,0.8060
07/13/2004,0.80590
07/14/2004,0.81150
07/15/2004,0.80740
07/16/2004,0.81010
07/17/2004,0.80350
07/18/2004,0.80320
07/19/2004,0.8040
07/20/2004,0.80410
07/21/2004,0.81130
07/22/2004,0.8160
07/23/2004,0.81640
07/24/2004,0.82640
07/25/2004,0.8270
07/26/2004,0.82620
07/27/2004,0.8230
07/28/2004,0.83020
07/29/2004,0.83040
07/30/2004,0.83130
07/31/2004,0.83190
08/01/2004,0.83150
08/02/2004,0.82880
08/03/2004,0.83130
08/04/2004,0.82980
08/05/2004,0.83040
08/06/2004,0.82930
08/07/2004,0.81220
08/08/2004,0.81220
08/09/2004,0.81420
08/10/2004,0.81520
08/11/2004,0.81720
08/12/2004,0.81870
08/13/2004,0.81560
08/14/2004,0.80830
08/15/2004,0.80830
08/16/2004,0.80880
08/17/2004,0.80910
08/18/2004,0.80980
08/19/2004,0.81060
08/20/2004,0.80860
08/21/2004,0.81240
08/22/2004,0.81170
08/23/2004,0.81210
08/24/2004,0.82390
08/25/2004,0.82770
08/26/2004,0.82750
08/27/2004,0.82640
08/28/2004,0.83260
08/29/2004,0.83170
08/30/2004,0.83230
08/31/2004,0.82980
09/01/2004,0.82140
09/02/2004,0.82060
09/03/2004,0.82210
09/04/2004,0.82920
09/05/2004,0.82970
09/06/2004,0.82930
09/07/2004,0.82880
09/08/2004,0.82620
09/09/2004,0.82090
09/10/2004,0.82010
09/11/2004,0.81530
09/12/2004,0.81520
09/13/2004,0.81610
09/14/2004,0.81630
09/15/2004,0.81590
09/16/2004,0.82280
09/17/2004,0.82040
09/18/2004,0.82240
09/19/2004,0.82240
09/20/2004,0.82120
09/21/2004,0.82190
09/22/2004,0.81070
09/23/2004,0.81590
09/24/2004,0.8150
09/25/2004,0.81560
09/26/2004,0.81490
09/27/2004,0.81440
09/28/2004,0.81370
09/29/2004,0.8120
09/30/2004,0.81140
10/01/2004,0.80410
10/02/2004,0.80660
10/03/2004,0.80660
10/04/2004,0.80680
10/05/2004,0.81410
10/06/2004,0.81190
10/07/2004,0.81450
10/08/2004,0.81390
10/09/2004,0.80630
10/10/2004,0.80630
10/11/2004,0.80530
10/12/2004,0.80780
10/13/2004,0.81140
10/14/2004,0.81010
10/15/2004,0.80720
10/16/2004,0.80170
10/17/2004,0.80130
10/18/2004,0.80190
10/19/2004,0.80010
10/20/2004,0.79880
10/21/2004,0.79480
10/22/2004,0.79260
10/23/2004,0.78910
10/24/2004,0.78830
10/25/2004,0.78840
10/26/2004,0.78130
10/27/2004,0.78360
10/28/2004,0.78720
10/29/2004,0.78510
10/30/2004,0.78160
10/31/2004,0.78180
11/01/2004,0.78090
11/02/2004,0.78410
11/03/2004,0.78570
11/04/2004,0.780
11/05/2004,0.7770
11/06/2004,0.77130
11/07/2004,0.77310
11/08/2004,0.77110
11/09/2004,0.77430
11/10/2004,0.77540
11/11/2004,0.77560
11/12/2004,0.7750
11/13/2004,0.77060
11/14/2004,0.77060
11/15/2004,0.77010
11/16/2004,0.77260
11/17/2004,0.77180
11/18/2004,0.76740
11/19/2004,0.77160
11/20/2004,0.76780
11/21/2004,0.76660
11/22/2004,0.76690
11/23/2004,0.76680
11/24/2004,0.76470
11/25/2004,0.7590
11/26/2004,0.75490
11/27/2004,0.75240
11/28/2004,0.75170
11/29/2004,0.75310
11/30/2004,0.75360
12/01/2004,0.75220
12/02/2004,0.75070
12/03/2004,0.75370
12/04/2004,0.74320
12/05/2004,0.74290
12/06/2004,0.74370
12/07/2004,0.74640
12/08/2004,0.74470
12/09/2004,0.75020
12/10/2004,0.7510
12/11/2004,0.75610
12/12/2004,0.75670
12/13/2004,0.75690
12/14/2004,0.75160
12/15/2004,0.75180
12/16/2004,0.74610
12/17/2004,0.7550
12/18/2004,0.75270
12/19/2004,0.75130
12/20/2004,0.75020
12/21/2004,0.7470
12/22/2004,0.74790
12/23/2004,0.7470
12/24/2004,0.74020
12/25/2004,0.73920
12/26/2004,0.73890
12/27/2004,0.73890
12/28/2004,0.73460
12/29/2004,0.7350
12/30/2004,0.73530
12/31/2004,0.73310
01/01/2005,0.73720
01/02/2005,0.73730
01/03/2005,0.73860
01/04/2005,0.74260
01/05/2005,0.75370
01/06/2005,0.75440
01/07/2005,0.75910
01/08/2005,0.76650
01/09/2005,0.76590
01/10/2005,0.76610
01/11/2005,0.76430
01/12/2005,0.76270
01/13/2005,0.7540
01/14/2005,0.75640
01/15/2005,0.76330
01/16/2005,0.76340
01/17/2005,0.76330
01/18/2005,0.76540
01/19/2005,0.7680
01/20/2005,0.76890
01/21/2005,0.7710
01/22/2005,0.76660
01/23/2005,0.76960
01/24/2005,0.76660
01/25/2005,0.76580
01/26/2005,0.77110
01/27/2005,0.76510
01/28/2005,0.76730
01/29/2005,0.76660
01/30/2005,0.76680
01/31/2005,0.76730
02/01/2005,0.76740
02/02/2005,0.76670
02/03/2005,0.76730
02/04/2005,0.77080
02/05/2005,0.77810
02/06/2005,0.77810
02/07/2005,0.77770
02/08/2005,0.78350
02/09/2005,0.78330
02/10/2005,0.7810
02/11/2005,0.77710
02/12/2005,0.77720
02/13/2005,0.77810
02/14/2005,0.77760
02/15/2005,0.77180
02/16/2005,0.76820
02/17/2005,0.76780
02/18/2005,0.76470
02/19/2005,0.76530
02/20/2005,0.76520
02/21/2005,0.7660
02/22/2005,0.76550
02/23/2005,0.75440
02/24/2005,0.7570
02/25/2005,0.75730
02/26/2005,0.75530
02/27/2005,0.75520
02/28/2005,0.75530
03/01/2005,0.75520
03/02/2005,0.75860
03/03/2005,0.76140
03/04/2005,0.76280
03/05/2005,0.75530
03/06/2005,0.75510
03/07/2005,0.75530
03/08/2005,0.7570
03/09/2005,0.74960
03/10/2005,0.74710
03/11/2005,0.74450
03/12/2005,0.74350
03/13/2005,0.74250
03/14/2005,0.74310
03/15/2005,0.74810
03/16/2005,0.75130
03/17/2005,0.74520
03/18/2005,0.74780
03/19/2005,0.75120
03/20/2005,0.75040
03/21/2005,0.75110
03/22/2005,0.75940
03/23/2005,0.76420
03/24/2005,0.77080
03/25/2005,0.77290
03/26/2005,0.77190
03/27/2005,0.77180
03/28/2005,0.77150
03/29/2005,0.77590
03/30/2005,0.77410
03/31/2005,0.77440
04/01/2005,0.77150
04/02/2005,0.77480
04/03/2005,0.77560
04/04/2005,0.7760
04/05/2005,0.77850
04/06/2005,0.77720
04/07/2005,0.77710
04/08/2005,0.77790
04/09/2005,0.77360
04/10/2005,0.77320
04/11/2005,0.77370
04/12/2005,0.77070
04/13/2005,0.77420
04/14/2005,0.77470
04/15/2005,0.78030
04/16/2005,0.77410
04/17/2005,0.77810
04/18/2005,0.77460
04/19/2005,0.76850
04/20/2005,0.76490
04/21/2005,0.76380
04/22/2005,0.76610
04/23/2005,0.76550
04/24/2005,0.7650
04/25/2005,0.76550
04/26/2005,0.76950
04/27/2005,0.77050
04/28/2005,0.77330
04/29/2005,0.77560
04/30/2005,0.77720
05/01/2005,0.77680
05/02/2005,0.77790
05/03/2005,0.77770
05/04/2005,0.7760
05/05/2005,0.77260
05/06/2005,0.77190
05/07/2005,0.77990
05/08/2005,0.77960
05/09/2005,0.78030
05/10/2005,0.77880
05/11/2005,0.7770
05/12/2005,0.78110
05/13/2005,0.78720
05/14/2005,0.79230
05/15/2005,0.79330
05/16/2005,0.79280
05/17/2005,0.79150
05/18/2005,0.79390
05/19/2005,0.78860
05/20/2005,0.79160
05/21/2005,0.79620
05/22/2005,0.79690
05/23/2005,0.79710
05/24/2005,0.79470
05/25/2005,0.79470
05/26/2005,0.79350
05/27/2005,0.79940
05/28/2005,0.7950
05/29/2005,0.79510
05/30/2005,0.79660
05/31/2005,0.8020
06/01/2005,0.81270
06/02/2005,0.81960
06/03/2005,0.81470
06/04/2005,0.81820
06/05/2005,0.8190
06/06/2005,0.81790
06/07/2005,0.81530
06/08/2005,0.81410
06/09/2005,0.81820
06/10/2005,0.81870
06/11/2005,0.82520
06/12/2005,0.82510
06/13/2005,0.82590
06/14/2005,0.82580
06/15/2005,0.83130
06/16/2005,0.82570
06/17/2005,0.82660
06/18/2005,0.81450
06/19/2005,0.81320
06/20/2005,0.81320
06/21/2005,0.82370
06/22/2005,0.82140
06/23/2005,0.82470
06/24/2005,0.83050
06/25/2005,0.82640
06/26/2005,0.82690
06/27/2005,0.82760
06/28/2005,0.82260
06/29/2005,0.82940
06/30/2005,0.8290
07/01/2005,0.82640
07/02/2005,0.8370
07/03/2005,0.83680
07/04/2005,0.83720
07/05/2005,0.84010
07/06/2005,0.83930
07/07/2005,0.83840
07/08/2005,0.83750
07/09/2005,0.83630
07/10/2005,0.83590
07/11/2005,0.83510
07/12/2005,0.82880
07/13/2005,0.81690
07/14/2005,0.82730
07/15/2005,0.82770
07/16/2005,0.83060
07/17/2005,0.83040
07/18/2005,0.8310
07/19/2005,0.82990
07/20/2005,0.83070
07/21/2005,0.82320
07/22/2005,0.82140
07/23/2005,0.82920
07/24/2005,0.82860
07/25/2005,0.8290
07/26/2005,0.82860
07/27/2005,0.83230
07/28/2005,0.82830
07/29/2005,0.82390
07/30/2005,0.82490
07/31/2005,0.82470
08/01/2005,0.82490
08/02/2005,0.82070
08/03/2005,0.82010
08/04/2005,0.81080
08/05/2005,0.80790
08/06/2005,0.80970
08/07/2005,0.80940
08/08/2005,0.80980
08/09/2005,0.80970
08/10/2005,0.80870
08/11/2005,0.80850
08/12/2005,0.80240
08/13/2005,0.80410
08/14/2005,0.80390
08/15/2005,0.80350
08/16/2005,0.80870
08/17/2005,0.80920
08/18/2005,0.81530
08/19/2005,0.8210
08/20/2005,0.82220
08/21/2005,0.8230
08/22/2005,0.82230
08/23/2005,0.81770
08/24/2005,0.81760
08/25/2005,0.81490
08/26/2005,0.81310
08/27/2005,0.81420
08/28/2005,0.81420
08/29/2005,0.81420
08/30/2005,0.81790
08/31/2005,0.81820
09/01/2005,0.81060
09/02/2005,0.80080
09/03/2005,0.79730
09/04/2005,0.79820
09/05/2005,0.79780
09/06/2005,0.7980
09/07/2005,0.80170
09/08/2005,0.80520
09/09/2005,0.80650
09/10/2005,0.80570
09/11/2005,0.80620
09/12/2005,0.80560
09/13/2005,0.81420
09/14/2005,0.81510
09/15/2005,0.81430
09/16/2005,0.81810
09/17/2005,0.81760
09/18/2005,0.81730
09/19/2005,0.81760
09/20/2005,0.82310
09/21/2005,0.82470
09/22/2005,0.81910
09/23/2005,0.8230
09/24/2005,0.83020
09/25/2005,0.83010
09/26/2005,0.83070
09/27/2005,0.82840
09/28/2005,0.83250
09/29/2005,0.83080
09/30/2005,0.83040
10/01/2005,0.8320
10/02/2005,0.83160
10/03/2005,0.83160
10/04/2005,0.83930
10/05/2005,0.83890
10/06/2005,0.8360
10/07/2005,0.82110
10/08/2005,0.82480
10/09/2005,0.82560
10/10/2005,0.82570
10/11/2005,0.8290
10/12/2005,0.8340
10/13/2005,0.83170
10/14/2005,0.8310
10/15/2005,0.82750
10/16/2005,0.82820
10/17/2005,0.8280
10/18/2005,0.83160
10/19/2005,0.83610
10/20/2005,0.83330
10/21/2005,0.83240
10/22/2005,0.8370
10/23/2005,0.83680
10/24/2005,0.83770
10/25/2005,0.83470
10/26/2005,0.82690
10/27/2005,0.82870
10/28/2005,0.82390
10/29/2005,0.82880
10/30/2005,0.8290
10/31/2005,0.82930
11/01/2005,0.8290
11/02/2005,0.83250
11/03/2005,0.82860
11/04/2005,0.83740
11/05/2005,0.84590
11/06/2005,0.84670
11/07/2005,0.84670
11/08/2005,0.84690
11/09/2005,0.8490
11/10/2005,0.84980
11/11/2005,0.85580
11/12/2005,0.85260
11/13/2005,0.85220
11/14/2005,0.85360
11/15/2005,0.85520
11/16/2005,0.8530
11/17/2005,0.85680
11/18/2005,0.85070
11/19/2005,0.84980
11/20/2005,0.84940
11/21/2005,0.84930
11/22/2005,0.8530
11/23/2005,0.84670
11/24/2005,0.84620
11/25/2005,0.84850
11/26/2005,0.8530
11/27/2005,0.85020
11/28/2005,0.85330
11/29/2005,0.85340
11/30/2005,0.85330
12/01/2005,0.84620
12/02/2005,0.84890
12/03/2005,0.84980
12/04/2005,0.85330
12/05/2005,0.85380
12/06/2005,0.85380
12/07/2005,0.85310
12/08/2005,0.84860
12/09/2005,0.85080
12/10/2005,0.85090
12/11/2005,0.8470
12/12/2005,0.84690
